0.401,0.23
0.403,0.21
0.405,0.21
0.407,0.21
0.409,0.23
0.411,0.21
0.413,0.21
0.415,0.25
0.417,0.21
0.419,0.21
0.421,0.21
0.423,0.21
0.425,0.21
0.427,0.21
0.429,0.19
0.431,0.19
0.433,0.19
0.435,0.21
0.437,0.21
0.439,0.23
0.441,0.23
0.443,0.21
0.445,0.21
0.447,0.21
0.449,0.19
0.451,0.23
0.453,0.21
0.455,0.21
0.457,0.21
0.459,0.21
0.461,0.21
0.463,0.21
0.465,0.21
0.467,0.21
0.469,0.23
0.472,0.21
0.474,0.17
0.476,0.21
0.478,0.23
0.48,0.21
0.482,0.21
0.484,0.21
0.486,0.21
0.488,0.21
0.49,0.21
0.492,0.21
0.494,0.19
0.496,0.25
0.498,0.21
0.5,0.21
0.502,0.25
0.504,0.25
0.506,0.21
0.508,0.21
0.51,0.19
0.512,0.21
0.515,0.17
0.517,0.21
0.519,0.23
0.521,0.19
0.523,0.23
0.525,0.21
0.527,0.23
0.529,0.19
0.531,0.21
0.533,0.21
0.535,0.21
0.537,0.21
0.539,0.21
0.541,0.23
0.543,0.21
0.545,0.21
0.547,0.21
0.549,0.17
0.551,0.21
0.553,0.21
0.555,0.19
0.557,0.21
0.559,0.21
0.561,0.23
0.563,0.21
0.565,0.21
0.567,0.19
0.569,0.23
0.571,0.21
0.573,0.25
0.575,0.21
0.577,0.21
0.579,0.23
0.581,0.21
0.583,0.21
0.585,0.21
0.587,0.21
0.589,0.21
0.591,0.25
0.593,0.21
0.595,0.23
0.597,0.21
0.6,0.21
0.602,0.17
0.604,0.21
0.606,0.21
0.608,0.21
0.61,0.25
0.612,0.23
0.614,0.21
0.616,0.21
0.618,0.23
0.62,0.19
0.622,0.23
0.624,0.21
0.626,0.21
0.628,0.21
0.63,0.21
0.632,0.23
0.634,0.19
0.636,0.21
0.638,0.23
0.64,0.21
0.643,0.23
0.645,0.23
0.647,0.21
0.649,0.21
0.651,0.23
0.653,0.21
0.655,0.21
0.657,0.21
0.659,0.23
0.661,0.21
0.663,0.21
0.665,0.21
0.667,0.21
0.669,0.23
0.671,0.19
0.673,0.21
0.675,0.21
0.677,0.25
0.679,0.21
0.681,0.21
0.683,0.21
0.685,0.21
0.687,0.21
0.689,0.21
0.691,0.21
0.693,0.23
0.695,0.25
0.697,0.21
0.699,0.17
0.701,0.21
0.703,0.21
0.705,0.21
0.707,0.23
0.709,0.21
0.711,0.21
0.713,0.21
0.715,0.21
0.717,0.21
0.719,0.19
0.721,0.21
0.723,0.23
0.725,0.21
0.728,0.21
0.73,0.21
0.732,0.21
0.734,0.19
0.736,0.21
0.738,0.21
0.74,0.19
0.742,0.19
0.744,0.21
0.746,0.21
0.748,0.23
0.75,0.21
0.752,0.23
0.754,0.23
0.756,0.23
0.758,0.21
0.76,0.23
0.762,0.21
0.764,0.19
0.766,0.21
0.768,0.23
0.771,0.17
0.773,0.21
0.775,0.21
0.777,0.19
0.779,0.21
0.781,0.19
0.783,0.21
0.785,0.19
0.787,0.17
0.789,0.21
0.791,0.21
0.793,0.19
0.795,0.19
0.797,0.25
0.799,0.21
0.801,0.25
0.803,0.21
0.805,0.21
0.807,0.21
0.809,0.21
0.811,0.21
0.813,0.19
0.815,0.21
0.817,0.21
0.819,0.23
0.821,0.23
0.823,0.19
0.825,0.19
0.827,0.23
0.829,0.21
0.831,0.21
0.833,0.21
0.835,0.23
0.837,0.21
0.839,0.23
0.841,0.21
0.843,0.25
0.845,0.21
0.847,0.21
0.849,0.23
0.851,0.21
0.853,0.21
0.856,0.23
0.858,0.21
0.86,0.19
0.862,0.23
0.864,0.19
0.866,0.23
0.868,0.21
0.87,0.23
0.872,0.21
0.874,0.21
0.876,0.21
0.878,0.21
0.88,0.21
0.882,0.21
0.884,0.21
0.886,0.23
0.888,0.19
0.89,0.21
0.892,0.21
0.894,0.21
0.896,0.21
0.899,0.19
0.901,0.21
0.903,0.21
0.905,0.21
0.907,0.19
0.909,0.21
0.911,0.23
0.913,0.21
0.915,0.21
0.917,0.23
0.919,0.19
0.921,0.21
0.923,0.21
0.925,0.23
0.927,0.23
0.929,0.23
0.931,0.21
0.933,0.21
0.935,0.21
0.937,0.21
0.939,0.21
0.941,0.23
0.943,0.21
0.945,0.21
0.947,0.21
0.949,0.21
0.951,0.21
0.953,0.21
0.955,0.21
0.957,0.19
0.959,0.21
0.961,0.23
0.963,0.19
0.965,0.21
0.967,0.23
0.969,0.19
0.971,0.21
0.973,0.25
0.975,0.21
0.977,0.21
0.979,0.21
0.981,0.21
0.984,0.21
0.986,0.23
0.988,0.23
0.99,0.21
0.992,0.19
0.994,0.19
0.996,0.21
0.998,0.23
1,0.21
1.002,0.21
1.004,0.23
1.006,0.23
1.008,0.23
1.01,0.21
1.012,0.21
1.014,0.21
1.016,0.21
1.018,0.21
1.02,0.21
1.022,0.19
1.024,0.21
1.027,0.23
1.029,0.21
1.031,0.21
1.033,0.23
1.035,0.23
1.037,0.21
1.039,0.21
1.041,0.23
1.043,0.23
1.045,0.23
1.047,0.21
1.049,0.23
1.051,0.21
1.053,0.25
1.055,0.21
1.057,0.21
1.059,0.21
1.061,0.21
1.063,0.21
1.065,0.21
1.067,0.23
1.069,0.21
1.071,0.21
1.073,0.21
1.075,0.23
1.077,0.21
1.079,0.21
1.081,0.21
1.083,0.21
1.085,0.21
1.087,0.23
1.089,0.21
1.091,0.21
1.093,0.21
1.095,0.21
1.097,0.21
1.099,0.21
1.101,0.21
1.103,0.23
1.105,0.21
1.107,0.19
1.109,0.23
1.112,0.21
1.114,0.21
1.116,0.21
1.118,0.25
1.12,0.19
1.122,0.23
1.124,0.21
1.126,0.21
1.128,0.21
1.13,0.23
1.132,0.21
1.134,0.21
1.136,0.21
1.138,0.19
1.14,0.21
1.142,0.19
1.144,0.19
1.146,0.21
1.148,0.23
1.15,0.21
1.152,0.21
1.155,0.21
1.157,0.21
1.159,0.21
1.161,0.23
1.163,0.23
1.165,0.21
1.167,0.21
1.169,0.19
1.171,0.21
1.173,0.19
1.175,0.21
1.177,0.21
1.179,0.21
1.181,0.21
1.183,0.25
1.185,0.21
1.187,0.19
1.189,0.23
1.191,0.23
1.193,0.21
1.195,0.21
1.197,0.23
1.199,0.21
1.201,0.21
1.203,0.19
1.205,0.21
1.207,0.19
1.209,0.21
1.211,0.21
1.213,0.21
1.215,0.21
1.217,0.21
1.219,0.17
1.221,0.21
1.223,0.23
1.225,0.21
1.227,0.21
1.229,0.21
1.231,0.21
1.233,0.21
1.235,0.17
1.237,0.21
1.24,0.21
1.242,0.21
1.244,0.19
1.246,0.21
1.248,0.19
1.25,0.23
1.252,0.19
1.254,0.21
1.256,0.21
1.258,0.19
1.26,0.21
1.262,0.21
1.264,0.19
1.266,0.23
1.268,0.21
1.27,0.21
1.272,0.21
1.274,0.21
1.276,0.21
1.278,0.21
1.28,0.21
1.283,0.21
1.285,0.21
1.287,0.21
1.289,0.23
1.291,0.21
1.293,0.21
1.295,0.21
1.297,0.23
1.299,0.21
1.301,0.21
1.303,0.17
1.305,0.21
1.307,0.21
1.309,0.21
1.311,0.21
1.313,0.19
1.315,0.21
1.317,0.21
1.319,0.23
1.321,0.21
1.323,0.21
1.325,0.23
1.327,0.23
1.329,0.23
1.331,0.21
1.333,0.23
1.335,0.19
1.337,0.21
1.339,0.21
1.341,0.21
1.343,0.21
1.345,0.21
1.347,0.19
1.349,0.21
1.351,0.17
1.353,0.21
1.355,0.21
1.357,0.19
1.359,0.21
1.361,0.19
1.363,0.21
1.365,0.23
1.368,0.21
1.37,0.21
1.372,0.25
1.374,0.21
1.376,0.21
1.378,0.21
1.38,0.21
1.382,0.21
1.384,0.23
1.386,0.19
1.388,0.21
1.39,0.21
1.392,0.19
1.394,0.21
1.396,0.19
1.398,0.23
1.4,0.21
1.402,0.23
1.404,0.23
1.406,0.23
1.408,0.23
1.411,0.21
1.413,0.21
1.415,0.21
1.417,0.21
1.419,0.21
1.421,0.21
1.423,0.23
1.425,0.23
1.427,0.23
1.429,0.21
1.431,0.21
1.433,0.21
1.435,0.21
1.437,0.17
1.439,0.25
1.441,0.19
1.443,0.23
1.445,0.23
1.447,0.19
1.449,0.21
1.451,0.23
1.453,0.23
1.455,0.21
1.457,0.21
1.459,0.19
1.461,0.23
1.463,0.21
1.465,0.21
1.467,0.21
1.469,0.19
1.471,0.21
1.473,0.23
1.475,0.21
1.477,0.25
1.479,0.23
1.481,0.23
1.483,0.19
1.485,0.23
1.487,0.21
1.489,0.23
1.491,0.19
1.493,0.19
1.496,0.21
1.498,0.19
1.5,0.21
1.502,0.21
1.504,0.21
1.506,0.21
1.508,0.23
1.51,0.21
1.512,0.23
1.514,0.21
1.516,0.23
1.518,0.21
1.52,0.23
1.522,0.21
1.524,0.19
1.526,0.21
1.528,0.21
1.53,0.21
1.532,0.19
1.534,0.23
1.536,0.21
1.539,0.21
1.541,0.19
1.543,0.21
1.545,0.17
1.547,0.19
1.549,0.21
1.551,0.23
1.553,0.19
1.555,0.21
1.557,0.21
1.559,0.19
1.561,0.21
1.563,0.23
1.565,0.21
1.567,0.23
1.569,0.21
1.571,0.21
1.573,0.21
1.575,0.21
1.577,0.21
1.579,0.21
1.581,0.21
1.583,0.23
1.585,0.23
1.587,0.19
1.589,0.21
1.591,0.19
1.593,0.23
1.595,0.21
1.597,0.21
1.599,0.23
1.601,0.23
1.603,0.21
1.605,0.21
1.607,0.21
1.609,0.23
1.611,0.21
1.613,0.21
1.615,0.21
1.617,0.21
1.619,0.21
1.621,0.21
1.624,0.21
1.626,0.21
1.628,0.21
1.63,0.19
1.632,0.23
1.634,0.23
1.636,0.19
1.638,0.21
1.64,0.19
1.642,0.21
1.644,0.23
1.646,0.21
1.648,0.21
1.65,0.23
1.652,0.21
1.654,0.21
1.656,0.21
1.658,0.21
1.66,0.21
1.662,0.21
1.664,0.21
1.667,0.21
1.669,0.21
1.671,0.21
1.673,0.21
1.675,0.23
1.677,0.21
1.679,0.21
1.681,0.21
1.683,0.21
1.685,0.25
1.687,0.19
1.689,0.21
1.691,0.21
1.693,0.23
1.695,0.19
1.697,0.21
1.699,0.21
1.701,0.19
1.703,0.23
1.705,0.21
1.707,0.19
1.709,0.23
1.711,0.21
1.713,0.19
1.715,0.23
1.717,0.21
1.719,0.21
1.721,0.21
1.723,0.23
1.725,0.23
1.727,0.21
1.729,0.23
1.731,0.23
1.733,0.21
1.735,0.21
1.737,0.23
1.739,0.21
1.741,0.21
1.743,0.21
1.745,0.23
1.747,0.21
1.749,0.23
1.752,0.21
1.754,0.23
1.756,0.21
1.758,0.19
1.76,0.21
1.762,0.21
1.764,0.23
1.766,0.19
1.768,0.23
1.77,0.21
1.772,0.21
1.774,0.23
1.776,0.21
1.778,0.21
1.78,0.23
1.782,0.21
1.784,0.21
1.786,0.23
1.788,0.23
1.79,0.21
1.792,0.21
1.795,0.19
1.797,0.21
1.799,0.19
1.801,0.21
1.803,0.21
1.805,0.19
1.807,0.19
1.809,0.21
1.811,0.23
1.813,0.19
1.815,0.21
1.817,0.21
1.819,0.23
1.821,0.19
1.823,0.21
1.825,0.21
1.827,0.21
1.829,0.21
1.831,0.19
1.833,0.23
1.835,0.23
1.837,0.21
1.839,0.21
1.841,0.23
1.843,0.21
1.845,0.23
1.847,0.21
1.849,0.23
1.851,0.23
1.853,0.21
1.855,0.21
1.857,0.21
1.859,0.21
1.861,0.21
1.863,0.21
1.865,0.21
1.867,0.17
1.869,0.21
1.871,0.23
1.873,0.19
1.875,0.21
1.877,0.21
1.88,0.21
1.882,0.19
1.884,0.25
1.886,0.21
1.888,0.17
1.89,0.23
1.892,0.21
1.894,0.21
1.896,0.23
1.898,0.23
1.9,0.19
1.902,0.23
1.904,0.17
1.906,0.21
1.908,0.19
1.91,0.21
1.912,0.21
1.914,0.19
1.916,0.17
1.918,0.19
1.92,0.25
1.923,0.21
1.925,0.21
1.927,0.21
1.929,0.23
1.931,0.21
1.933,0.21
1.935,0.19
1.937,0.19
1.939,0.21
1.941,0.21
1.943,0.19
1.945,0.17
1.947,0.21
1.949,0.23
1.951,0.23
1.953,0.19
1.955,0.21
1.957,0.23
1.959,0.21
1.961,0.23
1.963,0.19
1.965,0.21
1.967,0.21
1.969,0.21
1.971,0.21
1.973,0.21
1.975,0.21
1.977,0.23
1.979,0.19
1.981,0.23
1.983,0.21
1.985,0.21
1.987,0.23
1.989,0.21
1.991,0.19
1.993,0.21
1.995,0.23
1.997,0.21
1.999,0.21
2.001,0.21
2.003,0.21
2.005,0.21
2.008,0.17
2.01,0.21
2.012,0.23
2.014,0.23
2.016,0.21
2.018,0.21
2.02,0.21
2.022,0.21
2.024,0.21
2.026,0.21
2.028,0.21
2.03,0.17
2.032,0.21
2.034,0.21
2.036,0.21
2.038,0.19
2.04,0.21
2.042,0.21
2.044,0.23
2.046,0.21
2.048,0.23
2.051,0.21
2.053,0.21
2.055,0.21
2.057,0.21
2.059,0.19
2.061,0.21
2.063,0.17
2.065,0.19
2.067,0.21
2.069,0.21
2.071,0.21
2.073,0.21
2.075,0.21
2.077,0.23
2.079,0.21
2.081,0.23
2.083,0.21
2.085,0.21
2.087,0.21
2.089,0.19
2.091,0.21
2.093,0.21
2.095,0.21
2.097,0.21
2.099,0.21
2.101,0.21
2.103,0.21
2.105,0.23
2.107,0.21
2.109,0.21
2.111,0.21
2.113,0.23
2.115,0.19
2.117,0.17
2.119,0.21
2.121,0.21
2.123,0.21
2.125,0.21
2.127,0.21
2.129,0.19
2.131,0.23
2.133,0.21
2.136,0.23
2.138,0.21
2.14,0.23
2.142,0.19
2.144,0.21
2.146,0.21
2.148,0.21
2.15,0.21
2.152,0.19
2.154,0.23
2.156,0.21
2.158,0.25
2.16,0.21
2.162,0.23
2.164,0.21
2.166,0.19
2.168,0.21
2.17,0.21
2.172,0.21
2.174,3.19
2.176,3.19
2.179,3.19
2.181,3.21
2.183,3.21
2.185,3.21
2.187,3.21
2.189,3.19
2.191,3.19
2.193,3.21
2.195,3.21
2.197,3.19
2.199,3.19
2.201,3.19
2.203,3.21
2.205,3.21
2.207,3.21
2.209,3.21
2.211,3.19
2.213,3.19
2.215,3.19
2.217,3.21
2.219,3.19
2.221,3.21
2.223,3.17
2.225,3.21
2.227,3.21
2.229,3.21
2.231,3.21
2.233,3.19
2.235,0.21
2.237,0.17
2.239,0.23
2.241,0.23
2.243,0.19
2.245,0.21
2.247,0.21
2.249,0.21
2.251,0.19
2.253,0.21
2.255,0.23
2.257,0.21
2.259,0.23
2.261,0.19
2.264,0.23
2.266,0.21
2.268,0.17
2.27,0.21
2.272,0.23
2.274,0.21
2.276,0.23
2.278,0.21
2.28,0.21
2.282,0.21
2.284,0.23
2.286,0.21
2.288,0.19
2.29,0.25
2.292,0.21
2.294,0.23
2.296,0.23
2.298,0.21
2.3,0.21
2.302,0.23
2.304,0.19
2.307,0.21
2.309,0.21
2.311,0.23
2.313,0.21
2.315,0.19
2.317,0.21
2.319,0.19
2.321,0.21
2.323,0.21
2.325,0.21
2.327,0.23
2.329,0.21
2.331,0.21
2.333,0.23
2.335,0.21
2.337,0.21
2.339,0.19
2.341,0.21
2.343,0.21
2.345,0.19
2.347,0.23
2.349,0.21
2.351,0.21
2.353,0.21
2.355,0.23
2.357,0.19
2.359,0.19
2.361,0.21
2.363,0.21
2.365,0.19
2.367,0.21
2.369,0.21
2.371,0.19
2.373,0.23
2.375,0.21
2.377,0.21
2.379,0.19
2.381,0.21
2.383,0.19
2.385,0.23
2.387,0.21
2.389,0.23
2.392,0.21
2.394,0.21
2.396,0.21
2.398,0.21
2.4,0.21
2.402,0.21
2.404,0.21
2.406,0.21
2.408,0.25
2.41,0.21
2.412,0.21
2.414,0.23
2.416,0.25
2.418,0.21
2.42,0.21
2.422,0.19
2.424,0.19
2.426,0.21
2.428,0.19
2.43,0.21
2.432,0.19
2.435,0.21
2.437,0.21
2.439,0.23
2.441,0.21
2.443,0.21
2.445,0.21
2.447,0.25
2.449,0.21
2.451,0.21
2.453,0.21
2.455,0.23
2.457,0.23
2.459,0.21
2.461,0.23
2.463,0.21
2.465,0.23
2.467,0.23
2.469,0.23
2.471,0.21
2.473,0.19
2.475,0.23
2.477,0.21
2.479,0.19
2.481,0.21
2.483,0.21
2.485,0.23
2.487,0.23
2.489,0.23
2.491,0.23
2.493,0.23
2.495,0.23
2.497,0.21
2.499,0.21
2.501,0.23
2.503,0.23
2.505,0.17
2.507,0.21
2.509,0.19
2.511,0.19
2.513,0.23
2.515,0.21
2.517,3.21
2.52,3.21
2.522,3.21
2.524,3.21
2.526,3.21
2.528,3.21
2.53,3.17
2.532,3.19
2.534,3.19
2.536,3.21
2.538,3.19
2.54,3.21
2.542,3.21
2.544,3.21
2.546,3.21
2.548,3.19
2.55,3.21
2.552,3.17
2.554,3.19
2.556,3.17
2.558,0.23
2.56,0.21
2.563,0.21
2.565,0.23
2.567,0.21
2.569,0.21
2.571,0.23
2.573,0.21
2.575,0.23
2.577,0.21
2.579,0.21
2.581,0.21
2.583,0.21
2.585,0.21
2.587,0.21
2.589,0.21
2.591,0.21
2.593,0.21
2.595,0.21
2.597,0.25
2.599,0.21
2.601,0.21
2.603,0.23
2.605,0.21
2.607,0.21
2.609,0.21
2.611,0.19
2.613,0.21
2.615,0.19
2.617,0.21
2.619,0.21
2.621,0.19
2.623,0.23
2.625,0.21
2.627,0.21
2.629,0.19
2.631,0.21
2.633,0.21
2.635,0.21
2.637,0.21
2.639,0.23
2.641,0.21
2.643,0.23
2.645,0.21
2.648,0.21
2.65,0.19
2.652,0.23
2.654,0.25
2.656,0.23
2.658,0.21
2.66,0.21
2.662,0.21
2.664,0.21
2.666,0.21
2.668,0.23
2.67,0.17
2.672,0.21
2.674,0.23
2.676,0.21
2.678,0.23
2.68,0.19
2.682,0.23
2.684,0.21
2.686,0.19
2.688,0.21
2.691,0.21
2.693,0.23
2.695,0.21
2.697,0.21
2.699,0.21
2.701,0.21
2.703,0.21
2.705,0.23
2.707,0.21
2.709,0.21
2.711,0.19
2.713,0.25
2.715,0.21
2.717,0.21
2.719,0.19
2.721,0.21
2.723,0.21
2.725,0.19
2.727,0.23
2.729,0.21
2.731,0.21
2.733,0.21
2.735,0.23
2.737,0.21
2.739,0.23
2.741,0.21
2.743,0.21
2.745,0.23
2.747,0.23
2.749,0.23
2.751,0.21
2.753,0.23
2.755,0.21
2.757,0.23
2.759,0.19
2.761,0.21
2.763,0.21
2.765,0.23
2.767,0.19
2.769,0.21
2.771,0.21
2.773,0.21
2.776,0.21
2.778,0.21
2.78,0.21
2.782,0.21
2.784,0.23
2.786,0.21
2.788,0.23
2.79,0.19
2.792,0.21
2.794,0.21
2.796,0.19
2.798,0.23
2.8,0.21
2.802,0.23
2.804,0.21
2.806,0.21
2.808,0.23
2.81,0.25
2.812,0.21
2.814,0.23
2.816,0.19
2.819,0.21
2.821,0.21
2.823,0.23
2.825,0.19
2.827,0.19
2.829,0.21
2.831,0.19
2.833,0.23
2.835,0.21
2.837,0.21
2.839,0.23
2.841,0.19
2.843,0.19
2.845,0.21
2.847,0.21
2.849,0.23
2.851,0.21
2.853,0.23
2.855,0.21
2.857,0.21
2.859,0.21
2.861,0.19
2.863,0.21
2.865,0.21
2.867,0.19
2.869,0.23
2.871,0.21
2.873,0.21
2.875,0.21
2.877,0.21
2.879,0.21
2.881,0.21
2.883,0.23
2.885,0.23
2.887,0.21
2.889,0.21
2.891,0.21
2.893,0.23
2.895,0.21
2.897,0.21
2.899,0.23
2.901,0.19
2.904,0.23
2.906,0.21
2.908,0.21
2.91,0.21
2.912,0.21
2.914,0.19
2.916,0.23
2.918,0.21
2.92,0.25
2.922,0.19
2.924,0.21
2.926,0.21
2.928,0.21
2.93,0.21
2.932,0.21
2.934,0.21
2.936,0.21
2.938,0.23
2.94,0.21
2.942,0.21
2.944,0.21
2.947,0.21
2.949,0.21
2.951,0.23
2.953,0.23
2.955,0.21
2.957,0.21
2.959,0.25
2.961,0.23
2.963,0.21
2.965,0.21
2.967,0.19
2.969,0.21
2.971,0.21
2.973,0.21
2.975,0.21
2.977,0.23
2.979,0.19
2.981,0.21
2.983,0.21
2.985,0.21
2.987,0.23
2.989,0.21
2.991,0.21
2.993,0.21
2.995,0.21
2.997,0.21
2.999,0.23
3.001,0.19
3.003,0.21
3.005,0.19
3.007,0.21
3.009,0.15
3.011,0.19
3.013,0.19
3.015,0.21
3.017,0.23
3.019,0.21
3.021,0.23
3.023,0.21
3.025,0.21
3.027,0.19
3.029,0.21
3.032,0.21
3.034,0.25
3.036,0.21
3.038,0.23
3.04,0.21
3.042,0.23
3.044,0.19
3.046,0.21
3.048,0.19
3.05,0.21
3.052,0.23
3.054,0.19
3.056,0.25
3.058,0.21
3.06,0.21
3.062,0.21
3.064,0.23
3.066,0.19
3.068,0.21
3.07,0.21
3.072,0.21
3.075,0.21
3.077,0.23
3.079,0.21
3.081,0.21
3.083,0.21
3.085,0.21
3.087,0.21
3.089,0.19
3.091,0.21
3.093,0.21
3.095,0.21
3.097,0.23
3.099,0.23
3.101,0.19
3.103,0.21
3.105,0.21
3.107,0.23
3.109,0.21
3.111,0.21
3.113,0.19
3.115,0.21
3.117,0.21
3.119,0.21
3.121,0.21
3.123,0.19
3.125,0.23
3.127,0.21
3.129,0.21
3.131,0.21
3.133,0.21
3.135,0.21
3.137,0.21
3.139,0.25
3.141,0.21
3.143,0.21
3.145,0.21
3.147,0.19
3.149,0.21
3.151,0.19
3.153,0.21
3.155,0.21
3.157,0.19
3.16,0.21
3.162,0.23
3.164,0.21
3.166,0.21
3.168,0.21
3.17,0.21
3.172,0.19
3.174,0.21
3.176,0.23
3.178,0.23
3.18,0.23
3.182,0.23
3.184,0.21
3.186,0.23
3.188,0.21
3.19,0.19
3.192,0.23
3.194,0.21
3.196,0.17
3.198,0.21
3.2,0.21
3.203,0.21
3.205,0.21
3.207,0.21
3.209,0.19
3.211,0.23
3.213,0.19
3.215,0.21
3.217,0.21
3.219,0.23
3.221,0.21
3.223,0.21
3.225,0.21
3.227,0.21
3.229,0.21
3.231,0.21
3.233,0.21
3.235,0.21
3.237,0.19
3.239,0.21
3.241,0.23
3.243,0.19
3.245,0.21
3.247,0.19
3.249,0.19
3.251,0.23
3.253,0.21
3.255,0.21
3.257,0.21
3.259,0.19
3.261,0.23
3.263,0.21
3.265,0.19
3.267,0.21
3.269,0.21
3.271,0.15
3.273,0.21
3.275,0.23
3.277,0.21
3.279,0.19
3.281,0.21
3.283,0.23
3.285,0.21
3.288,0.21
3.29,0.21
3.292,0.21
3.294,0.21
3.296,0.21
3.298,0.21
3.3,0.21
3.302,0.23
3.304,0.21
3.306,0.19
3.308,0.21
3.31,0.21
3.312,0.21
3.314,0.21
3.316,0.23
3.318,0.21
3.32,0.21
3.322,0.21
3.324,0.19
3.326,0.23
3.328,0.23
3.331,0.21
